book,index,sentence,flesch,syllables,words,sentence_clean
Book4,36,but over in the neighboring town of great hangleton in the dark and dingy police station frank was stubbornly repeating again and again that he was innocent and that the only person he had seen near the house on the day of the riddles deaths had been teenage boy stranger dark haired and pale ,-77.9,98,33,neighboring town great hangleton in dark and dingy police station frank stubbornly repeating again he innocent that the person he seen near house day riddles deaths teenage boy stranger dark haired and pale
Book4,37,nobody else in the village had seen any such boy and the police were quite sure that frank had invented him ,-53.65,38,13,nobody else village had seen any boy the police quite sure frank invented
Book4,38,then just when things were looking very serious for frank the report on the riddles bodies came back and changed everything ,-66.2,37,12,just things looking serious frank report riddles bodies came back changed everything
Book4,39,the police had never read an odder report ,-53.05,18,6,the police never read odder report
Book4,40,a team of doctors had examined the bodies and had concluded that none of the riddles had been poisoned stabbed shot strangled suffocated or as far as they could tell harmed at all ,-68.28,63,21,a team of doctors examined bodies and concluded none of riddles poisoned stabbed shot strangled suffocated as far could tell harmed
Book4,41,in fact the report continued in tone of unmistakable bewilderment the riddles all appeared to be in perfect health apart from the fact that they were all dead ,-84.13,55,17,fact report continued tone unmistakable bewilderment the riddles all appeared perfect health apart fact were all dead
Book4,42,the doctors did note as though determined to find something wrong with the bodies that each of the riddles had look of terror upon his or her face but as the frustrated police said whoever heard of three people being frightened to death ,-85.88,79,25,doctors note though determined find something wrong bodies riddles had look terror upon his face but frustrated police said whoever heard three people frightened death
Book4,43,as there was no proof that the riddles had been murdered at all the police were forced to let frank go ,-23.9,31,12,was proof that the riddles had murdered police forced let frank go
Book4,44,the riddles were buried in the little hangleton churchyard and their graves remained objects of curiosity for while ,-99.41,35,10,the riddles buried little hangleton churchyard graves remained objects curiosity
Book4,45,to everyone surprise and amid cloud of suspicion frank bryce returned to his cottage on the grounds of the riddle house ,-79.11,48,15,to everyone surprise amid cloud suspicion frank bryce returned cottage the grounds the riddle house
Book4,46, far as m concerned he killed them and don care what the police say said dot in the hanged man ,-40.19,28,10,far concerned killed care police say said dot hanged man
Book4,47, and if he had any decency he leave here knowing as how we knows he did it but frank did not leave ,-21.11,33,13,if decency he leave here knowing how we knows it frank not leave
Book4,48,he stayed to tend the garden for the next family who lived in the riddle house and then the next for neither family stayed long ,-39.63,41,15,stayed tend garden the next family lived riddle house next for neither family stayed long
Book4,49,perhaps it was partly because of frank that the new owners said there was nasty feeling about the place which in the absence of inhabitants started to fall into disrepair ,-55.83,52,18,perhaps it partly frank new owners said was nasty feeling the place absence inhabitants started fall into disrepair
Book4,50,the wealthy man who owned the riddle house these days neither lived there nor put it to any use they said in the village that he kept it for tax reasons though nobody was very clear what these might be ,-48.24,63,23,wealthy man owned riddle house days neither lived put any use said in village kept tax reasons though nobody very clear might be
Book4,51,the wealthy owner continued to pay frank to do the gardening however ,-56.1,27,9,the wealthy owner continued pay frank the gardening however
Book4,52,frank was nearing his seventy seventh birthday now very deaf his bad leg stiffer than ever but could be seen pottering around the flower beds in fine weather even though the weeds were starting to creep up on him try as he might to suppress them ,-56.6,85,31,frank was nearing his seventy seventh birthday very deaf bad leg stiffer ever could seen pottering around flower beds fine weather even though the weeds starting to creep try might suppress
Book4,53,weeds were not the only things frank had to contend with either ,-29.9,19,7,weeds were the things frank contend either
Book4,54,boys from the village made habit of throwing stones through the windows of the riddle house ,-52.09,35,12,boys village made habit of throwing stones through the windows riddle house
Book4,55,they rode their bicycles over the lawns frank worked so hard to keep smooth ,-23.27,26,10,rode bicycles over the lawns frank worked hard keep smooth
Book4,56,once or twice they broke into the old house for dare ,-54.07,21,7,once twice broke into old house dare
Book4,57,they knew that old frank devotion to the house and grounds amounted almost to an obsession and it amused them to see him limping across the garden brandishing his stick and yelling croakily at them ,-80.37,66,21,knew old frank devotion to house grounds amounted almost obsession amused see limping across garden brandishing stick yelling croakily at them
Book4,58,frank for his part believed the boys tormented him because they like their parents and grandparents thought him murderer ,-59.14,36,12,frank part believed boys tormented they like parents grandparents thought him murderer
Book4,59,so when frank awoke one night in august and saw something very odd up at the old house he merely assumed that the boys had gone one step further in their attempts to punish him ,-50.07,61,22,frank awoke one night august and saw something very odd up old house merely assumed boys gone one step their attempts punish
Book4,60,it was frank bad leg that woke him it was paining him worse than ever in his old age ,-16.84,30,12,frank bad leg woke it was paining worse ever in old age
Book4,61,he got up and limped downstairs into the kitchen with the idea of refilling his hot water bottle to ease the stiffness in his knee ,-61.17,42,14,got limped downstairs kitchen idea refilling his hot water bottle to ease stiffness knee
Book4,62,standing at the sink filling the kettle he looked up at the riddle house and saw lights glimmering in its upper windows ,-42.05,44,16,standing the sink filling the kettle looked riddle house and saw lights glimmering its upper windows
Book4,63,frank knew at once what was going on ,12.43,9,4,frank knew going on
Book4,64,the boys had broken into the house again and judging by the flickering quality of the light they had started fire ,-40.64,36,13,the boys had broken house judging the flickering quality of light started fire
Book4,65,frank had no telephone and in any case he had deeply mistrusted the police ever since they had taken him in for questioning about the riddles deaths ,-90.39,50,15,frank telephone case he deeply mistrusted police ever since taken him questioning about riddles deaths
Book4,66,he put down the kettle at once hurried back upstairs as fast as his bad leg would allow and was soon back in his kitchen fully dressed and removing rusty old key from its hook by the door ,-31.86,78,32,put down the kettle once hurried back upstairs fast bad leg would allow and was soon back in his kitchen fully dressed and removing rusty old key from its hook by door
Book4,67,he picked up his walking stick which was propped against the wall and set off into the night ,-16.84,30,12,he picked up his walking stick propped against wall set into night
Book4,68,the front door of the riddle house bore no sign of being forced nor did any of the windows ,-21.11,33,13,the front door of the riddle house bore sign forced did any windows
Book4,69,frank limped around to the back of the house until he reached door almost completely hidden by ivy took out the old key put it into the lock and opened the door noiselessly ,-61.6,64,22,frank limped around back the house reached door almost completely hidden ivy took old key put into lock opened the door noiselessly
Book4,70,he let himself into the cavernous kitchen ,-52.04,15,5,he let himself cavernous kitchen
Book4,71,frank had not entered it for many years nevertheless although it was very dark he remembered where the door into the hall was and he groped his way toward it his nostrils full of the smell of decay ears pricked for any sound of footsteps or voices from overhead ,-63.58,90,32,frank had not entered for many years nevertheless although it was dark remembered the door hall he groped his way toward his nostrils full smell decay ears pricked sound footsteps voices overhead
Book4,72,he reached the hall which was little lighter owing to the large mullioned windows on either side of the front door and started to climb the stairs blessing the dust that lay thick upon the stone because it muffled the sound of his feet and stick ,-58.7,76,27,reached hall little lighter owing large mullioned windows either side the front door started climb stairs blessing the dust lay thick upon stone muffled sound feet stick
Book4,73,on the landing frank turned right and saw at once where the intruders were at the very end of the passage door stood ajar and flickering light shone through the gap casting long sliver of gold across the black floor ,-44.07,69,26,landing frank turned right saw the intruders the end passage door stood ajar flickering light shone through gap casting long sliver gold across the black floor
Book4,74,frank edged closer and closer grasping his walking stick firmly ,-18.5,23,9,frank edged closer closer grasping his walking stick firmly
Book4,75,several feet from the entrance he was able to see narrow slice of the room beyond ,-58.13,33,11,several feet entrance he was able see narrow slice room beyond
Book4,76,the fire he now saw had been lit in the grate ,6.36,16,7,the fire he saw had lit grate
Book4,77,this surprised him ,-132.58,4,1,surprised
Book4,78,then he stopped moving and listened intently for man voice spoke within the room it sounded timid and fearful ,-80.29,39,12,stopped moving listened intently man voice spoke within room sounded timid fearful
Book4,79, there is little more in the bottle my lord if you are still hungry later said second voice ,-35.06,30,11,there is little bottle lord still hungry later said second voice
Book4,80,this too belonged to man but it was strangely high pitched and cold as sudden blast of icy wind ,-11.98,27,11,belonged man but strangely high pitched cold sudden blast icy wind
Book4,81,something about that voice made the sparse hairs on the back of frank neck stand up ,-27.37,29,11,something that voice made sparse hairs back frank neck stand up
Book4,82, move me closer to the fire wormtail frank turned his right ear toward the door the better to hear ,-39.63,41,15,move me closer to fire wormtail frank turned right ear toward door better to hear
Book4,83,there came the clink of bottle being put down upon some hard surface and then the dull scraping noise of heavy chair being dragged across the floor ,-42.38,59,22,there came the clink of bottle put down upon hard surface the dull scraping noise of heavy chair being dragged across floor
Book4,84,frank caught glimpse of small man his back to the door pushing the chair into place ,-14.61,32,13,frank caught glimpse small man his back to door pushing the chair place
Book4,85,he was wearing long black cloak and there was bald patch at the back of his head ,-9.1,22,9,wearing long black cloak bald patch back of head
Book4,86,then he went out of sight again ,6.39,7,3,went out sight
Book4,87, where is nagini said the cold voice ,-72.17,13,4,nagini said cold voice
Book4,88, i don know my lord said the first voice nervously ,-23.36,21,8,i don know lord said first voice nervously
Book4,89, she set out to explore the house think ,-35.12,14,5,she set explore house think
Book4,90, you will milk her before we retire wormtail said the second voice ,-76.23,26,8,milk her before retire wormtail said second voice
Book4,91, will need feeding in the night ,-50.01,9,3,need feeding night
Book4,92,the journey has tired me greatly brow furrowed frank inclined his good ear still closer to the door listening very hard ,-52.63,46,16,journey tired greatly brow furrowed frank inclined good ear still closer the door listening very hard
Book4,93,there was pause and then the man called wormtail spoke again ,-68.96,16,5,pause man called wormtail spoke
Book4,94, my lord may ask how long we are going to stay here week said the cold voice ,-2.75,28,12,my lord may ask long we going stay week said cold voice
Book4,95, perhaps longer ,-48.99,6,2,perhaps longer
Book4,96,the place is moderately comfortable and the plan cannot proceed yet ,-78.24,23,7,place moderately comfortable the plan proceed yet
Book4,97,it would be foolish to act before the quidditch world cup is over frank inserted gnarled finger into his ear and rotated it ,-56.55,44,15,would be foolish act before quidditch world cup frank inserted gnarled finger ear rotated it
Book4,98,owing no doubt to buildup of earwax he had heard the word quidditch which was not word at all ,-48.65,29,10,owing doubt buildup earwax had heard word quidditch which word
Book4,99, the the quidditch world cup my lord said wormtail ,-38.95,17,6,quidditch world cup lord said wormtail
Book4,100, frank dug his finger still more vigorously into his ear ,-37.3,25,9,frank dug his finger still more vigorously into ear
Book4,101, forgive me but do not understand why should we wait until the world cup is over because fool at this very moment wizards are pouring into the country from all over the world and every meddler from the ministry of magic will be on duty on the watch for signs of unusual activity checking and double checking identities ,-75.37,107,37,forgive me do understand should wait until world cup over fool at very moment wizards pouring into the country over world every meddler from ministry magic duty on watch signs of unusual activity checking double checking identities
Book4,102,they will be obsessed with security lest the muggles notice anything ,-46.7,26,9,they will be obsessed security lest muggles notice anything
Book4,103,so we wait frank stopped trying to clear out his ear ,-24.85,16,6,wait frank stopped trying clear ear
Book4,104,he had distinctly heard the words ministry of magic wizards and muggles plainly each of these expressions meant something secret and frank could think of only two sorts of people who would speak in code spies and criminals ,-61.81,82,29,he distinctly heard the words ministry magic wizards and muggles plainly these expressions meant something secret frank could think two sorts people who would speak in code spies criminals
Book4,105,frank tightened his hold on his walking stick once more and listened more closely still ,-27.37,29,11,frank tightened his hold on walking stick listened more closely still
Book4,106, your lordship is still determined then wormtail said quietly ,-95.35,21,6,lordship still determined wormtail said quietly
Book4,107, certainly am determined wormtail there was note of menace in the cold voice now ,-74.03,32,10,certainly determined wormtail was note of menace in cold voice
Book4,108,a slight pause followed and then wormtail spoke the words tumbling from him in rush as though he was forcing himself to say this before he lost his nerve ,-32.33,47,18,slight pause followed wormtail spoke the words tumbling from him rush though he was forcing say lost nerve
Book4,109, it could be done without harry potter my lord another pause more protracted and then without harry potter breathed the second voice softly ,-63.03,59,20,could be done without harry potter my lord another pause more protracted and without harry potter breathed second voice softly
Book4,110, see my lord do not say this out of concern for the boy said wormtail his voice rising squeakily ,-52.09,35,12,see lord say concern for the boy said wormtail voice rising squeakily
Book4,111, the boy is nothing to me nothing at all ,3.34,14,6,the boy nothing to nothing at
Book4,112,it is merely that if we were to use another witch or wizard any wizard the thing could be done so much more quickly ,-34.13,35,13,merely that use another witch wizard any wizard thing could done much quickly
Book4,113,if you allowed me to leave you for short while you know that can disguise myself most effectively could be back here in as little as two days with suitable person could use another wizard said the cold voice softly that is true ,-73.35,78,26,if allowed leave short you know disguise effectively could back in little two days suitable person could use another wizard said the cold voice softly true
Book4,114, my lord it makes sense said wormtail sounding thoroughly relieved now ,-97.38,28,8,lord makes sense said wormtail sounding thoroughly relieved
Book4,115, laying hands on harry potter would be so difficult he is so well protected and so you volunteer to go and fetch me substitute ,-55.13,41,14,laying hands harry potter would be so difficult well protected volunteer go fetch substitute
Book4,116,i wonder ,-47.98,3,1,wonder
Book4,117, perhaps the task of nursing me has become wearisome for you wormtail ,-90.33,24,7,perhaps task nursing has become wearisome wormtail
Book4,118,could this suggestion of abandoning the plan be nothing more than an attempt to desert me my lord ,-57.11,30,10,could suggestion abandoning plan be nothing than attempt desert lord
Book4,119,i have no wish to leave you none at all do not lie to me hissed the second voice ,-40.19,28,10,i wish leave none all do lie hissed second voice
Book4,120, can always tell wormtail ,-50.01,9,3,always tell wormtail
Book4,121,you are regretting that you ever returned to me ,-53.05,18,6,regretting that you ever returned to
Book4,122,i revolt you ,-21.81,8,3,i revolt you
Book4,123,i see you flinch when you look at me feel you shudder when you touch me ,-31.73,27,10,i see flinch when look feel you shudder you touch
Book4,124, no ,121.22,1,1,
Book4,125,my devotion to your lordship your devotion is nothing more than cowardice ,-123.56,23,6,devotion lordship devotion nothing than cowardice
Book4,126,you would not be here if you had anywhere else to go ,-52.04,15,5,would here anywhere else go
Book4,127,how am to survive without you when need feeding every few hours ,-78.24,23,7,to survive without need feeding every hours
Book4,128,who is to milk nagini but you seem so much stronger my lord liar breathed the second voice ,-50.44,32,11,milk nagini but seem much stronger lord liar breathed second voice
Book4,129, am no stronger and few days alone would be enough to rob me of the little health have regained under your clumsy care ,-49.09,40,14,am stronger and few days alone would enough rob little health regained clumsy care
Book4,130,silencel wormtail who had been sputtering incoherently fell silent at once ,-84.3,30,9,silencel wormtail been sputtering incoherently fell silent at once
Book4,131,for few seconds frank could hear nothing but the fire crackling ,-23.27,26,10,for seconds frank could hear nothing but the fire crackling
Book4,132,then the second man spoke once more in whisper that was almost hiss ,-24.85,16,6,second man spoke whisper almost hiss
Book4,133, have my reasons for using the boy as have already explained to you and will use no other ,-56.1,27,9,reasons using the boy as already explained to use
Book4,134,i have waited thirteen years ,-106.41,11,3,waited thirteen years
Book4,135,a few more months will make no difference ,-51.02,12,4,a months make difference
Book4,136,as for the protection surrounding the boy believe my plan will be effective ,-114.5,26,7,protection surrounding boy believe plan will effective
Book4,137,all that is needed is little courage from you wormtail courage you will find unless you wish to feel the full extent of lord voldemort wrath my lord must speak said wormtail panic in his voice now ,-61.84,77,27,all is needed little courage wormtail courage find unless you wish feel full extent lord voldemort wrath my lord must speak said wormtail panic in voice now
Book4,138, all through our journey have gone over the plan in my head my lord bertha jorkins disappearance will not go unnoticed for long and if we proceed if murder ip whispered the second voice ,-84.18,64,20,through our journey gone plan head lord bertha jorkins disappearance go unnoticed long proceed if murder ip whispered second voice
Book4,139, if ,121.22,1,1,
Book4,140,if you follow the plan wormtail the ministry need never know that anyone else has died ,-50.44,32,11,follow the plan wormtail ministry need never know anyone else died
Book4,141,you will do it quietly and without fuss only wish that could do it myself but in my present condition come wormtail one more death and our path to harry potter is clear ,-50.07,61,22,you will do quietly and without fuss wish could in present condition come wormtail one death and path to harry potter clear
Book4,142,i am not asking you to do it alone ,-18.2,13,5,am asking do it alone
Book4,143,by that time my faithful servant will have rejoined us am faithful servant said wormtail the merest trace of sullenness in his voice ,-84.75,49,15,time faithful servant rejoined us faithful servant said wormtail the merest trace of sullenness voice
Book4,144, wormtail need somebody with brains somebody whose loyalty has never wavered and you unfortunately fulfill neither requirement found you said wormtail and there was definitely sulky edge to his voice now ,-119.29,79,22,wormtail need somebody brains somebody whose loyalty never wavered you unfortunately fulfill neither requirement found said wormtail definitely sulky edge voice now
Book4,145, was the one who found you ,-21.81,8,3,was one found
Book4,146,i brought you bertha jorkins that is true said the second man sounding amused ,-65.5,28,9,brought bertha jorkins true said second man sounding amused
Book4,147, stroke of brilliance would not have thought possible from you wormtail though if truth be told you were not aware how useful she would be when you caught her were you i thought she might be useful my lord liar said the second voice again the cruel amusement more pronounced than ever ,-88.94,105,34,stroke brilliance would have thought possible wormtail though truth told aware useful would be when caught were you i thought might be useful my lord liar said second voice again cruel amusement pronounced ever
Book4,148, however do not deny that her information was invaluable ,-109.45,22,6,however deny that information was invaluable
Book4,149,without it could never have formed our plan and for that you will have your reward wormtail ,-52.09,35,12,without could never have formed our plan and for you reward wormtail
Book4,150,i will allow you to perform an essential task for me one that many of my followers would give their right hands to perform ,-40.64,36,13,allow perform essential task one many my followers would give right hands perform
Book4,151, really my lord ,34.59,6,3,really my lord
Book4,152,what wormtail sounded terrified again ,-114.47,15,4,what wormtail sounded terrified
Book4,153, ah wormtail you don want me to spoil the surprise ,-52.04,15,5,ah wormtail want spoil surprise
Book4,154,your part will come at the very end but promise you you will have the honor of being just as useful as bertha jorkins you you wormtail voice suddenly sounded hoarse as though his mouth had gone very dry ,-55.42,70,25,part come very end promise you will the honor of useful bertha jorkins wormtail voice suddenly sounded hoarse though his mouth had gone very dry
Book4,155, you ,121.22,1,1,
Book4,156, are going to kill me too wormtail wormtail said the cold voice silkily why would kill you ,-45.04,34,12,going kill me wormtail wormtail said the cold voice silkily would kill
Book4,157,i killed bertha because had to ,-72.17,13,4,killed bertha because had
Book4,158,she was fit for nothing after my questioning quite useless ,-95.35,21,6,was fit nothing questioning quite useless
Book4,159,in any case awkward questions would have been asked if she had gone back to the ministry with the news that she had met you on her holidays ,-43.05,39,14,case awkward questions would asked had gone back the ministry news had met holidays
Book4,160,wizards who are supposed to be dead would do well not to run into ministry of magic witches at wayside inns ,-43.05,39,14,wizards supposed dead would well to run into ministry magic witches at wayside inns
Book4,161, wormtail muttered something so quietly that frank could not hear it but it made the second man laugh an entirely mirthless laugh cold as his speech ,-61.8,56,19,wormtail muttered something quietly frank could hear it made the second man laugh entirely mirthless laugh cold as speech
Book4,162, we could have modified her memory ,-106.41,11,3,could modified memory
Book4,163,but memory charms can be broken by powerful wizard as proved when questioned her ,-65.5,28,9,but memory charms broken powerful wizard proved questioned her
Book4,164,it would be an insult to her memory not to use the information extracted from her wormtail out in the corridor frank suddenly became aware that the hand gripping his walking stick was slippery with sweat ,-70.31,69,23,would be insult her memory use information extracted wormtail corridor frank suddenly became aware that hand gripping his walking stick slippery with sweat
Book4,165,the man with the cold voice had killed woman ,-17.81,18,7,man with the cold voice killed woman
Book4,166,he was talking about it without any kind of remorse with amusement ,-66.16,22,7,was talking without any kind remorse amusement
Book4,167,he was dangerous madman ,-78.21,10,3,was dangerous madman
Book4,168,and he was planning more murders this boy harry potter whoever he was was in danger frank knew what he must do ,-17.07,37,15,and planning more murders boy harry potter whoever he was danger frank knew must do
Book4,169,now if ever was the time to go to the police ,-35.12,14,5,ever time to go police
Book4,170,he would creep out of the house and head straight for the telephone box in the village ,-65.57,31,10,would creep of house head straight telephone box the village
Book4,171, but the cold voice was speaking again and frank remained where he was frozen to the spot listening with all his might ,-45.27,42,15,but cold voice was speaking again and frank remained he was frozen spot listening might
Book4,172, one more murder ,-50.01,9,3,one more murder
Book4,173, my faithful servant at hogwarts harry potter is as good as mine wormtail ,-40.19,28,10,my faithful servant hogwarts harry potter good as mine wormtail
Book4,174,it is decided ,-48.99,6,2,it decided
Book4,175,there will be no more argument ,-132.58,4,1,argument
Book4,176,but quiet ,-132.58,4,1,quiet
Book4,177,i think hear nagini ,-50.01,9,3,think hear nagini
Book4,178, and the second man voice changed ,-24.85,16,6,and the second man voice changed
Book4,179,he started making noises such as frank had never heard before he was hissing and spitting without drawing breath ,-45.27,42,15,he started making noises such as frank never heard hissing and spitting without drawing breath
Book4,180,frank thought he must be having some sort of fit or seizure ,-17.81,18,7,frank thought must sort fit or seizure
Book4,181,and then frank heard movement behind him in the dark passageway ,-67.15,19,6,frank heard movement behind dark passageway
Book4,182,he turned to look and found himself paralyzed with fright ,-38.95,17,6,turned look and found paralyzed fright
Book4,183,something was slithering toward him along the dark corridor floor and as it drew nearer to the sliver of firelight he realized with thrill of terror that it was gigantic snake at least twelve feet long ,-68.96,74,25,something slithering toward along dark corridor floor and it drew nearer to sliver firelight he realized thrill of terror gigantic snake least twelve feet long
Book4,184,horrified transfixed frank stared as its undulating body cut wide curving track through the thick dust on the floor coming closer and closer what was he to do ,-44.11,57,21,horrified transfixed frank stared as its undulating body cut wide curving track thick dust on the floor coming closer and closer
Book4,185,the only means of escape was into the room where two men sat plotting murder yet if he stayed where he was the snake would surely kill him but before he had made his decision the snake was level with him and then incredibly miraculously it was passing it was following the spitting hissing noises made by the cold voice beyond the door and in seconds the tip of its diamond patterned tail had vanished through the gap ,-89.98,136,46,means escape room two men sat plotting murder yet stayed where snake would surely kill but made decision the snake level him then incredibly miraculously passing was following spitting hissing noises made the cold voice beyond door and seconds tip diamond patterned tail vanished through gap
Book4,186,there was sweat on frank forehead now and the hand on the walking stick was trembling ,-41.98,20,7,sweat frank forehead hand walking stick trembling
Book4,187,inside the room the cold voice was continuing to hiss and frank was visited by strange idea an impossible idea ,-73.47,47,15,inside the room cold voice continuing hiss frank visited by strange idea an impossible idea
Book4,188,this man could talk to snakes ,-8.72,10,4,man could talk snakes
Book4,189,frank didn understand what was going on ,-29.87,11,4,frank understand what going
Book4,190,he wanted more than anything to be back in his bed with his hot water bottle ,-2.75,28,12,he wanted anything to back in his bed with hot water bottle
Book4,191,the problem was that his legs didn seem to want to move ,-5.73,17,7,problem was legs seem to want move
Book4,192,as he stood there shaking and trying to master himself the cold voice switched abruptly to english again ,-30.94,32,12,as stood shaking trying master the cold voice switched abruptly to english
Book4,193, nagini has interesting news wormtail it said ,-102.8,18,5,nagini interesting news wormtail said
Book4,194, in indeed my lord said wormtail ,-24.85,16,6,in indeed my lord said wormtail
Book4,195, indeed yes said the voice ,-72.17,13,4,indeed yes said voice
Book4,196, according to nagini there is an old muggle standing right outside this room listening to every word we say frank didn have chance to hide himself ,-55.83,52,18,according to nagini old muggle standing right outside this room listening every word say frank have chance hide
Book4,197,there were footsteps and then the door of the room was flung wide open ,-33.93,22,8,footsteps and door the room flung wide open
Book4,198,a short balding man with graying hair pointed nose and small watery eyes stood before frank mixture of fear and alarm in his face ,-55.83,52,18,short balding man graying hair pointed nose and small watery eyes stood before frank mixture fear alarm face
Book4,199, invite him inside wormtail ,-134.61,12,3,invite inside wormtail
Book4,200,where are your manners the cold voice was coming from the ancient armchair before the fire but frank couldn see the speaker ,-60.16,39,13,manners cold voice coming from ancient armchair the fire frank couldn see speaker
Book4,201,the snake on the other hand was curled up on the rotting hearth rug like some horrible travesty of pet dog ,-24.92,36,14,snake the hand was curled rotting hearth rug like horrible travesty of pet dog
Book4,202,wormtail beckoned frank into the room ,-72.17,13,4,wormtail beckoned frank room
Book4,203,though still deeply shaken frank took firmer grip upon his walking stick and limped over the threshold ,-34.13,35,13,though still deeply shaken frank took firmer grip upon walking stick limped threshold
Book4,204,the fire was the only source of light in the room it cast long spidery shadows upon the walls ,-23.9,31,12,fire only source light room it cast long spidery shadows upon walls
Book4,205,frank stared at the back of the armchair the man inside it seemed to be even smaller than his servant for frank couldn even see the back of his head ,-49.29,48,17,frank stared back armchair man inside seemed even smaller servant for frank couldn even see back head
Book4,206, you heard everything muggle said the cold voice ,-67.15,19,6,heard everything muggle said cold voice
Book4,207, what that you re calling me said frank defiantly for now that he was inside the room now that the time had come for some sort of action he felt braver it had always been so in the war ,-44.11,57,21,that calling said frank defiantly for inside the room now time come for some sort action felt braver always been war
Book4,208, am calling you muggle said the voice coolly ,-53.05,18,6,am calling muggle said voice coolly
Book4,209, it means that you are not wizard don know what you mean by wizard said frank his voice growing steadier ,-39.63,41,15,means are not wizard don know mean by wizard said frank his voice growing steadier
Book4,210, all know is ve heard enough to interest the police tonight have ,-55.08,24,8,know is heard enough interest the police tonight
Book4,211,you ve done murder and you re planning more ,-35.12,14,5,ve done murder you planning
Book4,212,and ll tell you this too he added on sudden inspiration my wife knows m up here and if don come back you have no wife said the cold voice very quietly ,-54.27,49,17,tell added on sudden inspiration wife knows here and come back wife said cold voice very quietly
Book4,213, nobody knows you are here ,-21.81,8,3,nobody knows are
Book4,214,you told nobody that you were coming ,-29.87,11,4,you told nobody coming
Book4,215,do not lie to lord voldemort muggle for he knows he always knows ,-18.5,23,9,lie lord voldemort muggle for he knows always knows
Book4,216, is that right said frank roughly ,-1.28,12,5,that right said frank roughly
Book4,217, lord is it ,36.62,2,1,lord
Book4,218,well don think much of your manners my lord ,18.44,15,7,well think much your manners my lord
Book4,219,turn round and face me like man why don you but am not man muggle said the cold voice barely audible now over the crackling of the flames ,-41.73,49,18,turn round face like man why you man muggle said cold voice barely audible the crackling of flames
Book4,220, am much much more than man ,33.58,8,4,much much than man
Book4,221,however why not ,-6.69,5,2,however why
Book4,222,i will face you ,-47.98,3,1,face
Book4,223, wormtail come turn my chair around the servant gave whimper ,-46.7,26,9,wormtail come turn my chair around servant gave whimper
Book4,224, you heard me wormtail slowly with his face screwed up as though he would rather have done anything than approach his master and the hearth rug where the snake lay the small man walked forward and began to turn the chair ,-50.58,71,26,heard wormtail slowly his face screwed though would rather done anything approach master hearth rug the snake lay the small man walked forward began turn chair
Book4,225,the snake lifted its ugly triangular head and hissed slightly as the legs of the chair snagged on its rug ,-42.75,31,11,snake lifted ugly triangular head hissed slightly legs chair snagged rug
Book4,226,and then the chair was facing frank and he saw what was sitting in it ,-2.21,19,8,then chair facing frank he saw was sitting
Book4,227,his walking stick fell to the floor with clatter ,-10.75,15,6,walking stick fell floor with clatter
Book4,228,he opened his mouth and let out scream ,-51.02,12,4,opened mouth let scream
Book4,229,he was screaming so loudly that he never heard the words the thing in the chair spoke as it raised wand ,-42.75,31,11,screaming loudly never heard words thing in chair spoke raised wand
Book4,230,there was flash of green light rushing sound and frank bryce crumpled ,-12.78,20,8,flash green light rushing sound frank bryce crumpled
Book4,231,he was dead before he hit the floor ,-51.02,12,4,dead before hit floor
Book4,232,two hundred miles away the boy called harry potter woke with start ,-23.27,26,10,two hundred miles away boy called harry potter woke start
Book4,233,the scar harry lay flat on his back breathing hard as though he had been running ,-4.29,26,11,the scar harry lay flat back breathing hard as though running
Book4,234,he had awoken from vivid dream with his hands pressed over his face ,-53.05,18,6,awoken vivid dream hands pressed face
Book4,235,the old scar on his forehead which was shaped like bolt of lightning was burning beneath his fingers as though someone had just pressed white hot wire to his skin ,-46.65,65,24,old scar forehead was shaped like bolt of lightning was burning beneath fingers as though someone had just pressed white hot wire his skin
Book4,236,he sat up one hand still on his scar the other reaching out in the darkness for his glasses which were on the bedside table ,-30.96,37,14,sat one hand still scar the reaching out in darkness glasses on bedside table
Book4,237,he put them on and his bedroom came into clearer focus lit by faint misty orange light that was filtering through the curtains from the street lamp outside the window ,-53.91,62,22,put on bedroom came into clearer focus lit by faint misty orange light was filtering curtains the street lamp outside the window
Book4,238,harry ran his fingers over the scar again ,15.64,11,5,harry ran fingers the scar
Book4,239,it was still painful ,-21.81,8,3,it still painful
Book4,240,he turned on the lamp beside him scrambled out of bed crossed the room opened his wardrobe and peered into the mirror on the inside of the door ,-57.34,55,19,turned on the lamp beside scrambled bed crossed the room opened wardrobe peered into mirror the inside of door
Book4,241,a skinny boy of fourteen looked back at him his bright green eyes puzzled under his untidy black hair ,-43.05,39,14,skinny boy fourteen looked back his bright green eyes puzzled under untidy black hair
Book4,242,he examined the lightning bolt scar of his reflection more closely ,-66.16,22,7,examined lightning bolt scar of reflection closely
Book4,243,it looked normal but it was still stinging ,-17.81,18,7,it looked normal it was still stinging
Book4,244,harry tried to recall what he had been dreaming about before he had awoken ,-41.98,20,7,harry tried to recall dreaming he awoken
Book4,245,it had seemed so real ,-91.29,7,2,seemed real
Book4,246, ,121.22,1,1,
Book4,247,there had been two people he knew and one he didn ,-35.12,14,5,there two people knew one
Book4,248, ,121.22,1,1,
Book4,249,he concentrated hard frowning trying to remember ,-68.96,16,5,concentrated hard frowning trying remember
Book4,250, ,121.22,1,1,
Book4,251,the dim picture of darkened room came to him ,-41.98,20,7,the dim picture darkened room came to
Book4,252, ,121.22,1,1,
